Student_ID,Age,Gender,State,School_Type,Study_Hours_Per_Week,Attendance_Rate_Pct,Previous_Exam_Score_Pct,Mock_Exam_Score_Pct,Number_of_Subjects,Attends_Extra_Classes,Parental_Education_Level,Household_Income_Level,Distance_to_School_km,Has_Internet_Access,Has_Textbook_Access,WAEC_Pass_Likelihood_Pct,Predicted_Outcome
WAEC0203,17,Female,Benue,Private,11.5,83.7,43.2,61.6,8,Yes,Secondary,Middle,1.2,No,Yes,28.9,Fail
WAEC0204,18,Female,Abia,Public,21.0,79.7,100.0,96.9,7,No,None,Low,1.1,Yes,Yes,16.3,Fail
WAEC0205,17,Female,Benue,Public,18.0,87.7,38.7,52.2,8,No,Secondary,Low,1.0,No,Yes,34.1,Fail
WAEC0206,16,Female,Benue,Public,8.5,91.5,36.1,56.9,8,No,Tertiary,Low,3.7,Yes,Yes,30.0,Fail
WAEC0207,18,Female,Imo,Private,13.1,89.3,62.7,57.2,7,No,Tertiary,Low,1.0,Yes,Yes,54.5,Pass
WAEC0208,19,Male,Kaduna,Public,12.0,79.4,77.9,79.0,7,No,Primary,Low,4.2,Yes,Yes,23.3,Fail
WAEC0209,16,Male,Imo,Public,13.4,59.8,56.0,62.9,9,No,Secondary,High,2.0,Yes,Yes,31.5,Fail
WAEC0210,18,Female,Osun,Private,8.5,76.5,63.6,58.0,7,No,Secondary,Low,3.9,No,Yes,79.1,Pass
WAEC0211,16,Male,Borno,Public,11.6,87.0,27.3,33.0,7,No,Secondary,High,0.8,Yes,Yes,17.4,Fail
WAEC0212,18,Female,Katsina,Public,4.0,68.9,44.8,45.6,7,Yes,Secondary,Low,9.7,Yes,Yes,4.9,Fail
WAEC0213,18,Female,Rivers,Private,12.7,89.6,38.9,39.4,9,Yes,None,High,6.4,No,Yes,61.6,Pass
WAEC0214,17,Male,Abia,Public,14.3,92.9,26.6,30.1,8,Yes,Tertiary,Low,3.3,Yes,Yes,32.7,Fail
WAEC0215,18,Female,Kano,Public,10.9,83.5,56.8,60.5,7,Yes,Tertiary,Middle,7.0,No,Yes,95.4,Pass
WAEC0216,16,Female,Kwara,Private,3.9,45.2,21.4,26.0,9,Yes,Secondary,Middle,3.0,No,Yes,11.6,Fail
WAEC0217,15,Male,Borno,Private,16.9,66.7,35.2,32.2,7,Yes,Secondary,Low,0.2,Yes,Yes,67.0,Pass
WAEC0218,15,Male,Oyo,Public,13.8,100.0,46.9,44.3,8,No,Secondary,High,2.9,No,Yes,75.1,Pass
WAEC0219,17,Female,Kwara,Private,8.4,75.4,42.5,44.3,7,Yes,Secondary,Low,2.0,Yes,Yes,32.3,Fail
WAEC0220,19,Female,Katsina,Public,10.6,58.2,60.9,63.5,9,No,Primary,Middle,1.9,Yes,Yes,12.7,Fail
WAEC0221,15,Male,Osun,Public,4.5,96.8,59.6,58.2,9,Yes,Secondary,Middle,4.9,Yes,No,74.6,Pass
WAEC0222,17,Female,Anambra,Public,6.9,82.2,68.4,74.6,9,No,None,Middle,0.6,No,No,27.7,Fail
WAEC0223,18,Male,Kano,Public,9.3,95.3,66.3,51.2,7,Yes,Tertiary,Low,10.4,No,No,10.0,Fail
WAEC0224,16,Female,Katsina,Private,18.1,85.3,72.1,67.8,7,No,Secondary,Low,4.8,Yes,Yes,30.5,Fail
WAEC0225,18,Female,Katsina,Private,8.8,87.5,55.0,55.2,9,Yes,Secondary,Low,2.7,No,Yes,5.4,Fail
WAEC0226,16,Male,Abia,Public,15.2,86.4,59.6,54.0,9,No,Secondary,Low,1.6,Yes,Yes,53.0,Pass
WAEC0227,19,Female,Borno,Public,9.3,90.4,62.7,82.0,7,Yes,Tertiary,Low,9.0,No,Yes,50.5,Pass
WAEC0228,17,Female,Lagos,Public,13.2,100.0,57.1,60.3,9,No,Primary,High,1.4,No,Yes,39.3,Fail
WAEC0229,17,Female,Cross River,Private,11.3,93.7,49.0,53.8,9,Yes,Primary,Middle,16.9,No,Yes,8.1,Fail
WAEC0230,15,Male,Lagos,Public,16.4,63.0,50.0,48.2,8,No,Primary,Middle,3.6,No,Yes,4.4,Fail
WAEC0231,17,Male,Katsina,Private,9.3,87.4,42.7,45.5,8,Yes,Secondary,Low,11.2,No,Yes,22.2,Fail
WAEC0232,19,Male,Kwara,Public,4.1,95.7,61.3,52.1,7,No,Tertiary,Low,1.3,Yes,Yes,26.5,Fail
WAEC0233,15,Male,Katsina,Public,5.1,96.4,53.6,54.9,7,No,Primary,Middle,11.7,No,Yes,18.3,Fail
WAEC0234,18,Male,Abia,Private,9.3,76.9,45.1,38.7,7,Yes,Tertiary,Low,7.4,No,No,48.9,Fail
WAEC0235,17,Female,Oyo,Private,5.8,96.0,45.1,45.3,7,Yes,Primary,Low,0.6,No,Yes,89.0,Pass
WAEC0236,18,Female,Lagos,Public,14.1,93.1,36.8,14.2,9,Yes,Secondary,Middle,6.8,Yes,Yes,39.0,Fail
WAEC0237,18,Female,Delta,Private,9.7,100.0,69.7,61.4,8,Yes,None,Middle,4.2,No,No,78.3,Pass
WAEC0238,17,Male,Plateau,Private,23.9,73.0,56.2,73.8,9,No,Secondary,High,0.2,Yes,Yes,61.8,Pass
WAEC0239,16,Male,Rivers,Public,3.3,75.9,42.1,53.4,7,Yes,Secondary,Low,10.3,Yes,Yes,3.7,Fail
WAEC0240,18,Female,Ondo,Public,13.0,78.3,67.1,83.3,9,Yes,Secondary,Middle,0.8,Yes,Yes,71.5,Pass
WAEC0241,15,Male,Enugu,Public,6.4,76.1,46.6,63.5,7,No,Primary,Low,0.3,Yes,Yes,2.4,Fail
WAEC0242,17,Female,Edo,Private,9.5,71.3,33.9,43.6,9,Yes,Tertiary,Low,0.3,No,Yes,45.4,Fail
WAEC0243,15,Female,Enugu,Public,12.7,48.8,70.3,68.8,7,Yes,Tertiary,Middle,0.5,Yes,No,42.2,Fail
WAEC0244,18,Male,Edo,Public,0.4,76.8,46.9,39.5,7,No,Secondary,Low,6.9,No,No,0.5,Fail
WAEC0245,18,Male,Edo,Public,13.2,86.4,48.9,63.4,7,No,Secondary,Middle,3.7,No,No,73.0,Pass
WAEC0246,15,Male,Lagos,Private,21.5,76.1,55.6,59.2,9,No,Tertiary,Middle,3.7,Yes,No,50.4,Pass
WAEC0247,18,Male,Abia,Public,9.7,100.0,72.1,100.0,7,No,Primary,Low,0.2,No,Yes,8.5,Fail
WAEC0248,17,Male,Benue,Private,13.3,82.2,55.3,54.6,8,No,Tertiary,High,2.7,Yes,No,87.9,Pass
WAEC0249,18,Female,Katsina,Public,17.1,97.5,37.0,59.7,8,Yes,Primary,Middle,5.7,No,Yes,20.2,Fail
WAEC0250,15,Female,Delta,Private,11.2,85.1,63.2,64.6,9,No,Tertiary,Middle,2.1,No,Yes,90.8,Pass
WAEC0251,15,Female,Ondo,Public,9.1,91.9,47.7,64.1,8,No,Primary,Middle,1.0,Yes,No,11.3,Fail
WAEC0252,17,Female,Ondo,Public,0.6,85.4,83.3,100.0,7,No,Primary,High,1.8,No,No,30.4,Fail
WAEC0253,15,Female,Borno,Private,15.2,98.4,55.0,47.8,8,Yes,Secondary,Low,5.1,Yes,No,66.3,Pass
WAEC0254,16,Male,Anambra,Private,11.4,82.7,21.5,19.7,7,Yes,Secondary,Middle,0.3,Yes,Yes,67.4,Pass
WAEC0255,18,Male,Ondo,Public,6.9,88.0,60.4,53.1,9,No,Tertiary,Middle,0.5,No,Yes,72.5,Pass
WAEC0256,15,Female,Abia,Public,12.6,86.4,84.2,74.9,9,No,Tertiary,Low,0.7,Yes,Yes,66.6,Pass
WAEC0257,18,Male,Oyo,Private,9.1,78.5,78.6,88.3,7,No,Primary,Low,0.4,No,Yes,61.0,Pass
WAEC0258,15,Male,Kaduna,Private,9.4,86.9,82.5,83.5,9,No,Primary,High,4.6,Yes,No,84.6,Pass
WAEC0259,15,Female,Kwara,Public,15.0,100.0,39.7,43.2,7,No,Secondary,Middle,0.2,Yes,No,38.3,Fail
WAEC0260,17,Female,Rivers,Public,5.3,78.8,68.7,77.3,8,Yes,Secondary,Middle,2.1,No,Yes,60.7,Pass
WAEC0261,18,Female,Ogun,Private,17.2,87.0,44.2,28.6,8,Yes,Secondary,Middle,2.8,Yes,Yes,29.2,Fail
WAEC0262,15,Female,Benue,Private,5.0,97.1,58.4,74.3,7,Yes,Tertiary,High,3.0,No,Yes,95.0,Pass
WAEC0263,16,Male,Kano,Private,8.7,95.7,35.9,35.4,8,Yes,Tertiary,High,0.7,Yes,Yes,84.8,Pass
WAEC0264,19,Female,Edo,Public,21.6,82.1,45.3,53.6,7,Yes,None,Middle,4.4,No,Yes,18.4,Fail
WAEC0265,19,Female,Enugu,Public,17.6,53.4,44.9,54.1,9,No,Secondary,Low,11.1,No,No,19.9,Fail
WAEC0266,17,Female,Imo,Private,12.5,88.2,68.5,85.2,9,No,Secondary,Low,6.2,Yes,Yes,23.3,Fail
WAEC0267,17,Female,Enugu,Private,7.3,55.4,67.0,69.0,9,No,Secondary,Middle,14.3,Yes,No,76.8,Pass
WAEC0268,16,Female,Borno,Private,9.4,99.6,59.2,41.0,8,Yes,Primary,High,13.0,Yes,Yes,66.6,Pass
WAEC0269,18,Male,Oyo,Public,12.4,84.0,34.7,38.3,8,No,Secondary,Middle,0.4,No,No,20.7,Fail
WAEC0270,17,Male,Borno,Public,12.2,94.0,50.3,55.3,8,No,Secondary,Low,2.2,Yes,Yes,22.3,Fail
WAEC0271,16,Male,Benue,Private,11.5,71.2,43.8,36.5,9,No,Primary,Low,9.1,Yes,Yes,1.9,Fail
WAEC0272,15,Male,Ondo,Public,11.8,63.4,68.0,72.5,8,No,Tertiary,Middle,0.2,No,Yes,50.8,Pass
WAEC0273,15,Male,Ondo,Private,10.9,85.1,72.7,72.1,8,No,Secondary,High,1.1,Yes,No,82.8,Pass
WAEC0274,19,Male,Rivers,Public,4.8,81.6,70.8,60.4,8,No,Secondary,Low,1.0,Yes,No,42.9,Fail
WAEC0275,17,Female,Katsina,Private,9.4,76.1,43.7,53.4,8,No,Secondary,Middle,0.3,Yes,Yes,46.1,Fail
WAEC0276,17,Female,Abia,Private,16.6,83.0,13.9,11.3,8,No,Tertiary,Middle,5.3,Yes,Yes,3.5,Fail
WAEC0277,17,Female,Borno,Public,5.2,100.0,28.5,27.4,9,Yes,Primary,High,5.2,No,Yes,5.1,Fail
WAEC0278,18,Female,Ondo,Public,11.1,92.0,76.3,74.7,8,Yes,Primary,Low,6.3,No,No,83.9,Pass
WAEC0279,15,Female,Abia,Private,7.9,94.6,49.0,64.4,9,Yes,Secondary,High,2.6,No,Yes,52.0,Pass
WAEC0280,15,Female,Anambra,Public,12.6,92.1,43.7,46.3,9,No,Secondary,Middle,2.4,No,Yes,71.1,Pass
WAEC0281,16,Male,Kano,Public,10.1,99.8,79.6,83.4,8,No,Primary,Middle,11.2,Yes,Yes,26.1,Fail
WAEC0282,17,Female,Kano,Private,19.4,79.7,74.0,72.6,9,No,Tertiary,Low,0.3,Yes,Yes,74.7,Pass
WAEC0283,18,Male,Anambra,Private,14.5,57.3,55.4,63.0,7,Yes,Primary,Middle,3.4,No,No,54.8,Pass
WAEC0284,17,Male,Osun,Public,5.4,79.7,50.6,67.1,9,Yes,None,Middle,3.1,No,No,6.8,Fail
WAEC0285,17,Female,Imo,Public,15.4,91.7,53.0,62.5,7,No,Secondary,Low,12.4,No,No,48.7,Fail
WAEC0286,19,Female,Edo,Public,8.1,70.4,58.4,68.3,8,Yes,Tertiary,Middle,11.3,Yes,No,54.0,Pass
WAEC0287,15,Male,Enugu,Public,9.1,79.9,79.0,88.1,7,No,Tertiary,Middle,1.4,No,No,72.1,Pass
WAEC0288,17,Male,Abia,Public,13.6,73.7,61.3,50.5,8,Yes,Tertiary,Middle,13.4,No,Yes,44.5,Fail
WAEC0289,17,Male,Cross River,Public,9.5,100.0,65.9,60.1,8,No,Secondary,Low,2.7,No,No,39.9,Fail
WAEC0290,17,Male,Borno,Private,16.5,91.0,72.5,73.5,9,No,Tertiary,Middle,5.2,No,Yes,96.7,Pass
WAEC0291,19,Male,Plateau,Public,8.1,89.8,37.5,33.2,7,No,Secondary,Low,10.7,Yes,Yes,9.8,Fail
WAEC0292,16,Female,Cross River,Private,8.9,89.5,66.3,58.7,9,Yes,Primary,High,3.8,Yes,No,95.2,Pass
WAEC0293,19,Female,Katsina,Public,8.7,81.6,50.6,34.9,9,No,Secondary,High,4.3,Yes,Yes,23.7,Fail
WAEC0294,16,Female,Ogun,Public,9.2,84.4,17.3,6.8,8,No,Tertiary,Low,12.4,Yes,Yes,15.4,Fail
WAEC0295,17,Female,Katsina,Private,17.5,67.8,23.1,23.5,8,No,Secondary,Low,3.0,No,Yes,19.0,Fail
WAEC0296,17,Female,Anambra,Private,15.1,55.8,39.7,42.0,9,No,Secondary,Low,6.5,Yes,Yes,6.2,Fail
WAEC0297,19,Female,Kano,Public,20.5,83.8,63.0,58.1,7,Yes,Secondary,Middle,7.7,Yes,No,64.8,Pass
WAEC0298,17,Male,Ogun,Public,23.3,85.9,56.7,60.5,9,No,Secondary,High,0.9,Yes,Yes,69.1,Pass
WAEC0299,16,Male,Kano,Public,6.8,96.5,57.8,56.5,7,Yes,None,Middle,1.1,No,Yes,16.1,Fail
WAEC0300,15,Female,Kano,Public,12.4,100.0,84.3,98.2,9,Yes,Secondary,Low,2.6,Yes,Yes,88.6,Pass
WAEC0301,16,Male,Ondo,Public,6.1,100.0,36.0,37.4,7,No,Tertiary,Low,4.6,Yes,Yes,28.7,Fail
WAEC0302,19,Male,Benue,Public,8.1,70.0,54.6,64.6,9,No,Primary,Low,6.8,No,Yes,7.9,Fail
WAEC0303,15,Male,Enugu,Public,8.8,77.8,59.6,64.6,9,Yes,Secondary,High,0.2,Yes,Yes,74.8,Pass
WAEC0304,19,Female,Osun,Public,6.7,87.8,44.0,33.0,7,Yes,None,Middle,7.4,Yes,Yes,17.9,Fail
WAEC0305,17,Male,Oyo,Private,6.7,100.0,55.4,57.5,8,Yes,None,Middle,7.0,Yes,Yes,44.0,Fail
WAEC0306,15,Female,Kaduna,Private,11.3,99.8,31.0,21.6,8,Yes,Tertiary,Low,5.5,No,Yes,48.2,Fail
WAEC0307,16,Male,Plateau,Public,5.9,95.4,76.1,78.0,7,No,Secondary,High,0.9,No,Yes,51.0,Pass
WAEC0308,17,Male,Delta,Public,16.2,77.3,44.8,40.3,8,Yes,Secondary,Low,8.6,No,No,80.5,Pass
WAEC0309,16,Male,Plateau,Public,7.4,71.4,85.5,92.3,9,No,Primary,High,0.2,Yes,Yes,26.3,Fail
WAEC0310,15,Male,Ondo,Public,26.0,91.5,54.5,44.1,7,Yes,Tertiary,High,0.2,No,Yes,71.6,Pass
WAEC0311,18,Female,Oyo,Private,9.7,68.8,70.4,73.5,9,Yes,Primary,Middle,1.5,No,No,38.9,Fail
WAEC0312,18,Male,Lagos,Private,12.4,79.1,54.2,62.9,9,No,Tertiary,High,0.5,Yes,Yes,98.2,Pass
WAEC0313,15,Male,Katsina,Private,5.5,80.6,54.5,66.6,8,Yes,Primary,Low,0.2,Yes,Yes,17.4,Fail
WAEC0314,16,Female,Imo,Private,20.5,100.0,46.2,41.6,8,Yes,None,Middle,4.0,Yes,No,57.6,Pass
WAEC0315,16,Female,Imo,Private,17.6,77.7,56.8,60.0,8,No,Secondary,Low,8.0,No,Yes,40.1,Fail
WAEC0316,18,Male,Edo,Private,13.5,52.7,59.8,64.6,7,No,None,Middle,7.5,Yes,No,22.2,Fail
WAEC0317,18,Female,Ogun,Public,5.3,88.1,43.2,61.7,8,No,Secondary,Low,4.9,Yes,No,41.7,Fail
WAEC0318,18,Female,Kwara,Public,13.1,73.6,53.1,41.3,9,Yes,Primary,Low,0.9,No,No,38.4,Fail
WAEC0319,19,Male,Abia,Public,6.4,82.5,45.8,39.7,7,No,Tertiary,Low,0.7,No,No,8.4,Fail
WAEC0320,18,Female,Rivers,Public,19.3,81.0,89.5,100.0,9,No,Tertiary,Low,13.5,No,Yes,64.4,Pass
WAEC0321,16,Female,Cross River,Public,16.0,78.7,53.7,54.0,9,No,Tertiary,Middle,0.6,No,No,6.0,Fail
WAEC0322,15,Female,Kwara,Private,12.5,91.5,78.2,62.3,9,Yes,None,Middle,20.7,Yes,Yes,56.9,Pass
WAEC0323,18,Male,Kano,Private,0.0,63.6,52.1,49.3,8,Yes,Tertiary,Low,11.0,No,Yes,17.0,Fail
WAEC0324,19,Male,Anambra,Public,7.1,75.8,58.9,34.2,8,Yes,Tertiary,High,2.5,Yes,Yes,68.3,Pass
WAEC0325,19,Male,Benue,Public,15.4,90.2,35.2,40.6,8,Yes,Primary,High,2.5,Yes,Yes,11.0,Fail
WAEC0326,16,Female,Cross River,Public,18.1,74.6,48.3,59.4,9,No,Primary,Low,1.0,No,Yes,19.3,Fail
WAEC0327,16,Female,Kano,Public,17.5,62.7,58.2,52.1,9,Yes,Tertiary,Middle,2.7,Yes,Yes,24.0,Fail
WAEC0328,15,Male,Lagos,Private,4.0,90.0,78.8,77.1,8,Yes,Primary,Middle,0.4,Yes,Yes,85.9,Pass
WAEC0329,15,Male,Abia,Public,13.5,95.5,58.3,70.5,9,Yes,Secondary,Middle,2.8,No,Yes,33.6,Fail
WAEC0330,17,Female,Edo,Private,17.1,81.5,75.8,61.3,8,No,Tertiary,Low,8.6,Yes,No,31.2,Fail
WAEC0331,17,Female,Borno,Public,3.7,58.5,64.6,54.4,8,Yes,None,Middle,2.6,Yes,Yes,59.1,Pass
WAEC0332,16,Female,Imo,Public,12.0,90.5,79.4,80.1,7,Yes,Secondary,Low,0.6,No,No,71.7,Pass
WAEC0333,16,Male,Katsina,Public,13.4,62.1,54.1,49.6,8,Yes,Secondary,Low,1.7,No,No,48.4,Fail
WAEC0334,19,Female,Enugu,Private,10.5,85.7,90.9,91.0,8,No,Secondary,Middle,5.2,No,No,94.1,Pass
WAEC0335,17,Male,Ogun,Private,2.7,71.4,47.7,38.1,9,Yes,Tertiary,Middle,1.3,Yes,Yes,49.5,Fail
WAEC0336,19,Female,Kano,Public,10.4,68.1,43.5,48.6,9,No,Primary,High,2.4,No,No,44.3,Fail
WAEC0337,19,Male,Abia,Private,10.4,76.7,36.8,38.3,7,Yes,Secondary,Low,1.1,No,No,5.3,Fail
WAEC0338,16,Male,Rivers,Public,11.3,79.8,90.0,98.5,8,Yes,Tertiary,Low,1.9,Yes,No,90.6,Pass
WAEC0339,16,Male,Edo,Private,9.2,74.3,67.3,72.3,9,Yes,Primary,Low,0.8,Yes,No,33.1,Fail
WAEC0340,19,Female,Delta,Public,9.8,89.1,50.0,55.1,8,Yes,Tertiary,Low,10.8,Yes,Yes,23.1,Fail
WAEC0341,18,Female,Rivers,Public,11.8,76.6,73.7,62.2,8,Yes,None,Low,3.7,Yes,Yes,47.8,Fail
WAEC0342,16,Male,Oyo,Private,14.2,93.8,65.3,73.2,9,No,Secondary,Middle,2.5,Yes,No,87.5,Pass
WAEC0343,18,Female,Imo,Public,10.5,85.4,84.5,84.2,8,No,None,Middle,15.6,No,Yes,47.9,Fail
WAEC0344,17,Male,Katsina,Public,10.0,73.6,31.8,33.1,9,Yes,Secondary,Middle,8.2,No,No,18.4,Fail
WAEC0345,19,Male,Rivers,Public,12.5,71.6,51.0,64.5,8,Yes,Tertiary,Low,0.5,Yes,Yes,61.8,Pass
WAEC0346,16,Male,Ogun,Public,2.4,62.2,48.1,43.9,7,No,Tertiary,Low,6.7,No,Yes,19.4,Fail
WAEC0347,19,Female,Enugu,Private,14.4,85.5,25.4,41.9,8,Yes,Tertiary,Middle,4.5,Yes,Yes,77.6,Pass
WAEC0348,19,Male,Osun,Private,12.0,77.7,70.9,88.3,9,Yes,Secondary,Low,7.1,Yes,Yes,85.9,Pass
WAEC0349,15,Female,Ogun,Private,12.2,53.5,50.9,61.4,8,Yes,Tertiary,High,1.7,No,No,72.9,Pass
WAEC0350,15,Male,Borno,Public,16.8,75.6,66.1,59.3,9,Yes,Secondary,Low,2.5,Yes,Yes,77.6,Pass
WAEC0351,17,Male,Enugu,Public,2.2,71.2,90.4,71.5,7,No,Tertiary,Middle,6.9,No,No,10.2,Fail
WAEC0352,15,Male,Oyo,Public,2.1,100.0,49.7,63.5,9,No,Secondary,High,6.1,Yes,Yes,47.4,Fail
WAEC0353,16,Female,Abia,Public,13.4,61.6,48.7,52.8,7,No,Tertiary,Middle,3.3,Yes,No,7.7,Fail
WAEC0354,17,Male,Kwara,Public,12.0,64.7,56.8,52.3,9,No,Primary,Middle,6.3,Yes,Yes,26.4,Fail
WAEC0355,19,Female,Borno,Private,12.9,95.3,69.8,84.5,8,Yes,Secondary,Middle,0.4,Yes,Yes,98.9,Pass
WAEC0356,19,Female,Ondo,Private,9.7,98.3,46.5,40.9,9,Yes,Tertiary,Low,4.5,No,Yes,46.0,Fail
WAEC0357,15,Male,Ondo,Private,15.3,73.1,45.5,44.3,9,Yes,Primary,Middle,0.2,No,Yes,51.6,Pass
WAEC0358,19,Female,Cross River,Public,16.7,74.4,70.9,79.1,9,Yes,Primary,High,0.3,Yes,No,83.8,Pass
WAEC0359,15,Female,Anambra,Public,14.4,89.4,60.7,52.6,9,Yes,Tertiary,High,0.2,Yes,No,25.6,Fail
WAEC0360,18,Male,Ogun,Public,10.7,54.1,24.3,26.2,8,Yes,Secondary,Middle,10.9,No,Yes,6.5,Fail
WAEC0361,19,Male,Kano,Public,1.5,59.7,36.6,50.5,9,No,Primary,Low,7.4,No,Yes,4.6,Fail
WAEC0362,19,Male,Ogun,Public,15.8,78.6,77.5,82.6,7,Yes,Secondary,Middle,4.2,Yes,Yes,12.3,Fail
WAEC0363,16,Female,Anambra,Public,18.1,100.0,61.0,76.5,7,Yes,Secondary,Middle,3.1,Yes,Yes,59.6,Pass
WAEC0364,19,Male,Lagos,Public,15.2,76.8,43.6,57.9,8,No,Secondary,Low,0.6,Yes,Yes,56.0,Pass
WAEC0365,15,Female,Enugu,Private,7.6,83.2,52.4,55.5,9,Yes,Tertiary,Low,0.5,Yes,Yes,90.1,Pass
WAEC0366,17,Female,Imo,Public,15.4,95.6,55.2,34.8,9,No,Tertiary,Low,4.8,Yes,Yes,49.6,Fail
WAEC0367,17,Female,Anambra,Private,16.3,100.0,66.0,57.9,8,Yes,Secondary,Middle,6.9,Yes,No,91.8,Pass
WAEC0368,16,Male,Borno,Public,19.8,75.1,34.6,45.2,8,No,Secondary,Low,6.6,Yes,Yes,19.3,Fail
WAEC0369,15,Female,Edo,Public,7.6,81.8,42.4,29.9,8,Yes,Secondary,Low,14.0,Yes,Yes,29.7,Fail
WAEC0370,18,Male,Borno,Public,10.9,100.0,59.1,58.8,9,No,Tertiary,Low,2.6,Yes,Yes,42.0,Fail
WAEC0371,16,Male,Kwara,Public,15.7,63.7,53.5,59.9,9,Yes,Primary,High,0.7,No,Yes,49.6,Fail
WAEC0372,18,Male,Lagos,Public,12.3,94.3,63.6,81.3,7,Yes,Primary,Low,0.5,No,Yes,28.5,Fail
WAEC0373,17,Male,Enugu,Public,6.4,69.8,36.6,33.8,8,No,Tertiary,Low,0.8,Yes,Yes,49.7,Fail
WAEC0374,16,Male,Plateau,Private,14.1,83.2,60.4,57.0,8,Yes,Tertiary,Middle,13.3,Yes,Yes,96.5,Pass
WAEC0375,19,Male,Imo,Public,14.9,79.1,71.4,73.9,9,Yes,Secondary,Low,0.5,Yes,No,86.5,Pass
WAEC0376,15,Male,Delta,Private,12.4,70.5,62.3,68.8,8,No,Secondary,High,3.2,No,No,40.7,Fail
WAEC0377,18,Male,Imo,Public,13.1,70.2,57.1,58.6,9,Yes,Secondary,High,11.8,No,No,16.4,Fail
WAEC0378,18,Female,Katsina,Public,10.7,85.3,53.6,67.1,8,No,Secondary,Middle,2.5,Yes,Yes,81.5,Pass
WAEC0379,16,Male,Anambra,Public,19.4,93.9,42.5,37.5,9,No,Primary,Middle,0.5,No,Yes,35.7,Fail
WAEC0380,16,Female,Lagos,Public,7.5,80.4,53.9,58.1,7,Yes,Primary,Low,4.8,No,Yes,27.0,Fail
WAEC0381,15,Female,Delta,Private,9.1,82.8,73.9,81.4,9,No,Secondary,Low,0.7,No,Yes,37.8,Fail
WAEC0382,19,Female,Katsina,Private,12.1,88.9,53.2,52.2,7,Yes,Secondary,Low,8.5,Yes,No,58.4,Pass
WAEC0383,19,Female,Benue,Private,16.4,70.3,41.7,53.1,8,No,Secondary,Low,0.2,Yes,No,8.5,Fail
WAEC0384,16,Female,Osun,Public,4.5,90.9,47.6,52.1,9,Yes,Primary,Low,2.9,No,Yes,34.1,Fail
WAEC0385,15,Female,Katsina,Public,5.4,91.8,58.0,68.9,9,Yes,Tertiary,Middle,5.4,Yes,Yes,94.6,Pass
WAEC0386,15,Female,Kano,Private,1.8,100.0,49.4,54.3,8,Yes,Secondary,Low,0.7,No,Yes,89.3,Pass
WAEC0387,15,Female,Kaduna,Public,12.2,77.5,62.3,69.1,8,No,Tertiary,Low,0.2,No,Yes,61.1,Pass
WAEC0388,19,Male,Oyo,Public,6.4,76.5,62.8,59.5,7,No,Primary,Middle,2.7,Yes,No,4.7,Fail
WAEC0389,19,Male,Lagos,Public,10.1,91.2,68.3,65.0,9,No,Secondary,Middle,2.0,Yes,Yes,65.6,Pass
WAEC0390,15,Female,Osun,Private,15.3,91.8,76.4,91.6,7,No,Tertiary,Low,1.2,Yes,Yes,98.6,Pass
WAEC0391,18,Male,Katsina,Private,8.8,75.6,69.9,79.3,7,No,Secondary,Low,4.4,Yes,Yes,30.0,Fail
WAEC0392,15,Female,Rivers,Private,13.2,77.2,41.0,33.8,8,No,Primary,Low,5.0,No,Yes,10.4,Fail
WAEC0393,16,Male,Plateau,Private,10.5,88.5,41.4,46.2,7,No,Primary,Low,10.8,No,Yes,41.8,Fail
WAEC0394,17,Male,Imo,Public,15.4,72.1,53.9,33.2,7,No,Primary,High,16.6,Yes,No,20.8,Fail
WAEC0395,18,Female,Oyo,Private,14.4,77.1,48.2,45.5,8,Yes,Secondary,High,2.5,No,Yes,98.0,Pass
WAEC0396,19,Female,Katsina,Public,8.5,83.1,37.9,50.5,9,No,Secondary,Middle,0.2,Yes,Yes,17.3,Fail
WAEC0397,15,Female,Ondo,Private,11.2,94.0,48.4,50.1,7,No,Primary,Middle,1.0,No,Yes,16.0,Fail
WAEC0398,15,Male,Abia,Public,17.2,74.7,47.9,52.1,9,Yes,Secondary,Middle,0.2,Yes,Yes,87.5,Pass
WAEC0399,16,Female,Plateau,Private,14.0,59.9,44.9,17.7,8,Yes,None,Middle,2.2,No,Yes,5.5,Fail
WAEC0400,16,Female,Anambra,Public,5.0,59.0,50.3,49.4,7,Yes,Secondary,Low,0.4,No,Yes,17.8,Fail
WAEC0401,19,Female,Benue,Public,15.3,66.9,72.7,79.1,9,No,Secondary,Low,10.6,Yes,Yes,30.8,Fail
WAEC0402,18,Female,Ogun,Public,6.6,66.2,58.0,65.7,8,Yes,Primary,Middle,0.2,No,Yes,66.6,Pass
WAEC0403,16,Female,Borno,Public,19.1,80.1,92.1,100.0,9,No,Primary,Middle,6.2,No,No,64.7,Pass
WAEC0404,19,Female,Oyo,Public,17.1,67.7,57.6,58.5,7,Yes,Primary,Low,1.0,Yes,No,35.0,Fail
WAEC0405,17,Male,Rivers,Private,13.4,73.6,50.6,51.9,7,No,None,Low,1.7,No,No,5.0,Fail
WAEC0406,17,Female,Borno,Public,12.8,72.7,55.1,44.8,7,Yes,Secondary,Low,6.5,No,Yes,60.4,Pass
WAEC0407,17,Female,Kaduna,Private,11.0,76.7,58.8,59.8,8,No,None,Low,0.2,No,No,94.0,Pass
WAEC0408,15,Female,Delta,Public,15.4,97.9,61.5,51.9,9,No,Primary,Middle,0.7,Yes,Yes,65.3,Pass
